Index,Accident_Severity,Accident Date,Latitude,Light_Conditions,District Area,Longitude,Number_of_Casualties,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Urban_or_Rural_Area,Vehicle_Type
200720D064701,Slight,03-03-2019,52.516594,Daylight,Birmingham,-1.861148,1,1,Dry,Single carriageway,Urban,Car
200720D064901,Slight,17-02-2019,52.496436,Daylight,Birmingham,-1.844861,1,2,Wet or damp,Single carriageway,Urban,Car
200720D065001,Slight,28-02-2019,52.509522,Daylight,Birmingham,-1.889902,2,3,Wet or damp,Single carriageway,Urban,Car
200720D065303,Slight,20-02-2019,52.473456,Daylight,Birmingham,-1.874681,1,2,Wet or damp,Dual carriageway,Urban,Car
200720D065403,Slight,29-01-2019,52.45572,Darkness - lights lit,Birmingham,-1.792614,2,3,Dry,Dual carriageway,Urban,Car
200720D065701,Slight,04-03-2019,52.503571,Daylight,Birmingham,-1.872386,5,2,Wet or damp,Dual carriageway,Urban,Car
200720D065801,Slight,01-03-2019,52.521877,Daylight,Birmingham,-1.844182,1,1,Dry,Dual carriageway,Urban,Motorcycle 50cc and under
200720D065901,Slight,27-02-2019,52.52255,Darkness - lights lit,Birmingham,-1.812492,2,2,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200720D066003,Slight,28-02-2019,52.49361,Daylight,Birmingham,-1.817917,1,1,Dry,Single carriageway,Urban,Goods 7.5 tonnes mgw and over
200720D067302,Slight,18-02-2019,52.555745,Daylight,Birmingham,-1.826805,1,1,Dry,Single carriageway,Urban,Goods 7.5 tonnes mgw and over
200720D067802,Slight,23-02-2019,52.52251,Darkness - lights lit,Birmingham,-1.847275,1,2,Wet or damp,Single carriageway,Urban,Car
200720D067902,Slight,23-02-2019,52.567516,Darkness - lights lit,Birmingham,-1.82307,1,2,Wet or damp,Single carriageway,Urban,Motorcycle 50cc and under
200720D068302,Serious,01-03-2019,52.524694,Daylight,Birmingham,-1.868934,1,1,Dry,Dual carriageway,Urban,Motorcycle over 500cc
200720D068703,Slight,24-02-2019,52.470295,Darkness - lighting unknown,Birmingham,-1.861294,1,2,Dry,Single carriageway,Urban,Goods 7.5 tonnes mgw and over
200720D068803,Slight,27-02-2019,52.452379,Daylight,Birmingham,-1.784684,2,2,Wet or damp,Dual carriageway,Urban,Car
200720D069103,Slight,02-03-2019,52.469211,Daylight,Birmingham,-1.857323,1,1,Wet or damp,Single carriageway,Urban,Car
200720D069201,Slight,03-03-2019,52.516807,Daylight,Birmingham,-1.819295,1,2,Dry,Single carriageway,Urban,Car
200720D069303,Slight,11-02-2019,52.467406,Darkness - lights lit,Birmingham,-1.851882,4,2,Dry,Single carriageway,Urban,Car
200720D069403,Slight,01-03-2019,52.472378,Daylight,Birmingham,-1.758823,1,2,Dry,Single carriageway,Urban,Car
200720D069603,Slight,04-03-2019,52.479818,Daylight,Birmingham,-1.856405,1,1,Wet or damp,Single carriageway,Urban,Car
200720D069703,Slight,01-03-2019,52.49594,Darkness - lights lit,Birmingham,-1.812752,1,2,Wet or damp,Single carriageway,Urban,Car
200720D070101,Slight,03-03-2019,52.521574,Daylight,Birmingham,-1.896504,2,2,Dry,Dual carriageway,Urban,Car
200720D070203,Slight,03-03-2019,52.477862,Daylight,Birmingham,-1.80797,6,3,Dry,Dual carriageway,Urban,Car
200720D070603,Slight,06-03-2019,52.487896,Daylight,Birmingham,-1.787603,2,2,Dry,Single carriageway,Urban,Car
200720D070801,Slight,08-03-2019,52.518926,Darkness - lights lit,Birmingham,-1.856572,1,8,Dry,Single carriageway,Urban,Car
200720D071001,Serious,09-03-2019,52.525603,Daylight,Birmingham,-1.810268,1,2,Dry,Dual carriageway,Urban,Car
200720D071301,Slight,07-03-2019,52.491971,Daylight,Birmingham,-1.870652,1,2,Dry,Roundabout,Urban,Van / Goods 3.5 tonnes mgw or under
200720D071902,Slight,28-02-2019,52.562009,Daylight,Birmingham,-1.875314,1,3,Dry,Single carriageway,Urban,Car
200720D072001,Slight,10-03-2019,52.521016,Darkness - lights lit,Birmingham,-1.877199,1,1,Dry,Single carriageway,Urban,Car
200720D072201,Slight,11-03-2019,52.490956,Daylight,Birmingham,-1.848563,1,2,Dry,Single carriageway,Urban,Car
200720D072301,Slight,07-03-2019,52.509276,Daylight,Birmingham,-1.833323,1,2,Dry,Single carriageway,Urban,Car
200720D072702,Slight,02-03-2019,52.559545,Darkness - lights lit,Birmingham,-1.786372,2,2,Wet or damp,Single carriageway,Urban,Car
200720D072802,Slight,02-03-2019,52.55113,Daylight,Birmingham,-1.874312,1,2,Dry,Dual carriageway,Urban,Car
200720D073001,Slight,12-03-2019,52.512484,Daylight,Birmingham,-1.885327,1,1,Dry,Single carriageway,Urban,Motorcycle 50cc and under
200720D073102,Slight,23-02-2019,52.513625,Daylight,Birmingham,-1.797499,1,2,Dry,Dual carriageway,Urban,Bus or coach (17 or more pass seats)
200720D073302,Slight,02-03-2019,52.554128,Darkness - lights lit,Birmingham,-1.827844,2,2,Wet or damp,Single carriageway,Urban,Car
200720D073603,Slight,06-03-2019,52.471586,Daylight,Birmingham,-1.819186,2,2,Dry,Single carriageway,Urban,Motorcycle 50cc and under
200720D073702,Slight,03-03-2019,52.537453,Daylight,Birmingham,-1.863146,1,2,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200720D073902,Slight,04-03-2019,52.538911,Daylight,Birmingham,-1.88113,1,2,Wet or damp,Single carriageway,Urban,Goods 7.5 tonnes mgw and over
200720D074402,Slight,05-03-2019,52.532084,Daylight,Birmingham,-1.886897,2,2,Dry,Dual carriageway,Urban,Car
200720D074503,Slight,26-01-2019,52.464917,Daylight,Birmingham,-1.80891,1,1,Dry,Single carriageway,Urban,Car
200720D074701,Slight,05-03-2019,52.517854,Daylight,Birmingham,-1.79969,1,2,Wet or damp,Dual carriageway,Urban,Motorcycle 50cc and under
200720D074801,Slight,02-03-2019,52.492441,Darkness - lights lit,Birmingham,-1.890976,1,1,Wet or damp,Dual carriageway,Urban,Car
200720D075003,Slight,26-02-2019,52.47305,Daylight,Birmingham,-1.836552,1,1,Dry,Single carriageway,Urban,Car
200720D075403,Slight,26-02-2019,52.473332,Daylight,Birmingham,-1.787526,1,2,Dry,Single carriageway,Urban,Car
200720D075502,Slight,08-03-2019,52.560201,Daylight,Birmingham,-1.802153,1,1,Dry,Single carriageway,Urban,Car
200720D076001,Slight,02-03-2019,52.505667,Darkness - lights lit,Birmingham,-1.901993,2,2,Wet or damp,Dual carriageway,Urban,Car
200720D076103,Slight,04-03-2019,52.455165,Darkness - lighting unknown,Birmingham,-1.784082,2,3,Wet or damp,Single carriageway,Urban,Car
200720D076403,Slight,14-03-2019,52.467616,Daylight,Birmingham,-1.810076,2,3,Dry,Single carriageway,Urban,Car
200720D076502,Slight,06-03-2019,52.551344,Daylight,Birmingham,-1.912657,2,2,Dry,Dual carriageway,Urban,Motorcycle 125cc and under
200720D077502,Slight,07-03-2019,52.524246,Daylight,Birmingham,-1.870852,1,1,Dry,Dual carriageway,Urban,Car
200720D077601,Slight,12-03-2019,52.515015,Darkness - lights lit,Birmingham,-1.900056,1,2,Dry,Dual carriageway,Urban,Car
200720D077701,Slight,07-03-2019,52.527714,Daylight,Birmingham,-1.839592,1,3,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
200720D078401,Slight,13-03-2019,52.513537,Daylight,Birmingham,-1.798531,1,2,Dry,Roundabout,Urban,Car
200720D078501,Slight,15-03-2019,52.487798,Daylight,Birmingham,-1.839737,1,2,Dry,Single carriageway,Urban,Car
200720D078601,Slight,17-03-2019,52.500514,Darkness - lights lit,Birmingham,-1.872836,6,2,Wet or damp,Single carriageway,Urban,Car
200720D078701,Slight,19-03-2019,52.493543,Darkness - lights lit,Birmingham,-1.83353,1,1,Wet or damp,Single carriageway,Urban,Car
200720D078801,Slight,15-03-2019,52.496475,Daylight,Birmingham,-1.878887,1,2,Wet or damp,Single carriageway,Urban,Car
200720D078901,Slight,18-01-2019,52.530491,Darkness - lights lit,Birmingham,-1.832359,3,2,Wet or damp,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200720D079402,Slight,10-03-2019,52.556004,Daylight,Birmingham,-1.819872,1,2,Dry,Single carriageway,Urban,Car
200720D080203,Slight,12-03-2019,52.469947,Darkness - lights lit,Birmingham,-1.8716,5,2,Dry,Dual carriageway,Urban,Car
200720D080303,Slight,08-03-2019,52.495828,Daylight,Birmingham,-1.799643,1,1,Dry,Single carriageway,Urban,Car
200720D080403,Slight,12-03-2019,52.463248,Darkness - lights lit,Birmingham,-1.834969,1,3,Dry,Dual carriageway,Urban,Car
200720D080803,Slight,26-02-2019,52.463691,Daylight,Birmingham,-1.776239,1,2,Dry,Dual carriageway,Urban,Car
200720D080903,Slight,15-03-2019,52.498388,Daylight,Birmingham,-1.826736,1,2,Dry,Dual carriageway,Urban,Car
200720D081501,Slight,16-03-2019,52.502148,Daylight,Birmingham,-1.887564,1,2,Dry,Single carriageway,Urban,Car
200720D081601,Slight,19-03-2019,52.490094,Daylight,Birmingham,-1.880525,1,2,Wet or damp,Single carriageway,Urban,Car
200720D081701,Slight,19-03-2019,52.512394,Daylight,Birmingham,-1.885474,1,1,Dry,Single carriageway,Urban,Car
200720D081802,Slight,13-03-2019,52.472916,Daylight,Birmingham,-1.874094,1,2,Dry,Roundabout,Urban,Car
200720D082003,Slight,18-03-2019,52.464899,Darkness - lights lit,Birmingham,-1.859839,1,4,Wet or damp,Dual carriageway,Urban,Car
200720D082401,Slight,14-03-2019,52.487983,Daylight,Birmingham,-1.84386,4,3,Dry,Roundabout,Urban,Car
200720D082503,Slight,15-03-2019,52.471556,Daylight,Birmingham,-1.863351,1,1,Dry,Single carriageway,Urban,Car
200720D082603,Slight,15-03-2019,52.456489,Daylight,Birmingham,-1.771125,2,2,Dry,Single carriageway,Urban,Car
200720D082703,Slight,06-03-2019,52.471061,Daylight,Birmingham,-1.82861,1,2,Dry,Single carriageway,Urban,Car
200720D082803,Slight,19-03-2019,52.475397,Daylight,Birmingham,-1.843758,1,1,Wet or damp,Single carriageway,Urban,Car
200720D082903,Slight,20-03-2019,52.469661,Daylight,Birmingham,-1.857763,1,1,Dry,Single carriageway,Urban,Car
200720D083003,Serious,18-03-2019,52.460392,Darkness - lights lit,Birmingham,-1.850139,1,1,Wet or damp,Dual carriageway,Urban,Car
200720D083103,Slight,16-03-2019,52.466325,Daylight,Birmingham,-1.84953,1,1,Dry,Single carriageway,Urban,Car
200720D083203,Slight,17-03-2019,52.467406,Darkness - lights lit,Birmingham,-1.851735,2,2,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200720D083301,Slight,19-03-2019,52.50079,Daylight,Birmingham,-1.810227,3,2,Wet or damp,Single carriageway,Urban,Car
200720D083403,Slight,17-03-2019,52.477118,Daylight,Birmingham,-1.853911,1,2,Dry,Single carriageway,Urban,Motorcycle 50cc and under
200720D083502,Slight,28-02-2019,52.501349,Daylight,Birmingham,-1.822894,1,1,Wet or damp,Single carriageway,Urban,Car
200720D083601,Slight,23-03-2019,52.508932,Daylight,Birmingham,-1.845112,1,2,Dry,Dual carriageway,Urban,Car
200720D083703,Serious,03-02-2019,52.495415,Darkness - lights lit,Birmingham,-1.770186,1,1,Wet or damp,Single carriageway,Urban,Motorcycle over 125cc and up to 500cc
200720D084501,Slight,21-03-2019,52.495119,Darkness - lights lit,Birmingham,-1.871379,2,2,Dry,Single carriageway,Urban,Car
200720D084601,Slight,21-03-2019,52.506449,Daylight,Birmingham,-1.874145,1,2,Dry,Single carriageway,Urban,Car
200720D084902,Slight,09-03-2019,52.571023,Daylight,Birmingham,-1.823056,1,2,Wet or damp,Single carriageway,Urban,Car
200720D085002,Slight,10-03-2019,52.553348,Daylight,Birmingham,-1.84879,3,2,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200720D086002,Serious,13-03-2019,52.541968,Darkness - lights lit,Birmingham,-1.882006,1,2,Dry,Roundabout,Urban,Car
200720D086102,Slight,14-03-2019,52.547349,Daylight,Birmingham,-1.869162,1,2,Dry,Single carriageway,Urban,Car
200720D086202,Slight,14-03-2019,52.554474,Daylight,Birmingham,-1.891707,1,2,Dry,Dual carriageway,Urban,Car
200720D086301,Slight,23-03-2019,52.485808,Daylight,Birmingham,-1.830761,1,2,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200720D086401,Slight,26-03-2019,52.510149,Daylight,Birmingham,-1.887838,1,1,Dry,Single carriageway,Urban,Car
200720D086502,Slight,14-03-2019,52.527178,Daylight,Birmingham,-1.785055,3,2,Dry,Dual carriageway,Urban,Car
200720D086802,Slight,16-03-2019,52.522511,Darkness - lights lit,Birmingham,-1.848012,1,1,Dry,Single carriageway,Urban,Car
200720D087202,Slight,17-03-2019,52.528256,Daylight,Birmingham,-1.841506,1,2,Dry,Single carriageway,Urban,Car
200720D087302,Slight,17-03-2019,52.566868,Daylight,Birmingham,-1.879431,2,2,Dry,Single carriageway,Urban,Car
200720D087501,Slight,20-03-2019,52.508932,Darkness - lights lit,Birmingham,-1.844817,4,3,Dry,Dual carriageway,Urban,Motorcycle over 500cc
200720D087801,Slight,26-03-2019,52.493273,Daylight,Birmingham,-1.832795,2,2,Dry,Single carriageway,Urban,Car
200720D087901,Serious,16-03-2019,52.491238,Daylight,Birmingham,-1.858135,1,1,Dry,Slip road,Urban,Car
200720D088102,Slight,17-03-2019,52.541342,Daylight,Birmingham,-1.885547,3,2,Wet or damp,Dual carriageway,Urban,Bus or coach (17 or more pass seats)
200720D088302,Slight,18-03-2019,52.535668,Darkness - lights lit,Birmingham,-1.875389,1,1,Snow,Single carriageway,Urban,Car
200720D088402,Slight,18-03-2019,52.521016,Darkness - lights lit,Birmingham,-1.877051,2,1,Wet or damp,Single carriageway,Urban,Car
200720D088501,Slight,23-03-2019,52.511165,Daylight,Birmingham,-1.834053,6,2,Dry,Dual carriageway,Urban,Car
200720D089102,Slight,21-03-2019,52.528068,Darkness - lights lit,Birmingham,-1.780334,1,2,Dry,Roundabout,Urban,Car
200720D089402,Slight,21-03-2019,52.530755,Daylight,Birmingham,-1.774571,1,2,Dry,Roundabout,Urban,Car
200720D089602,Slight,22-03-2019,52.528855,Darkness - lights lit,Birmingham,-1.76839,2,2,Wet or damp,Single carriageway,Urban,Car
200720D091202,Slight,28-02-2019,52.50706,Daylight,Birmingham,-1.796056,1,2,Dry,Dual carriageway,Rural,Car
200720D091601,Slight,31-03-2019,52.501694,Darkness - lights lit,Birmingham,-1.883292,2,2,Dry,Dual carriageway,Urban,Bus or coach (17 or more pass seats)
200720D091902,Serious,30-03-2019,52.55726,Daylight,Birmingham,-1.890668,1,2,Dry,Single carriageway,Urban,Goods over 3.5t. and under 7.5t
200720D092202,Slight,26-03-2019,52.524952,Darkness - lights lit,Birmingham,-1.859206,1,2,Dry,Dual carriageway,Urban,Car
200720D092803,Slight,02-03-2019,52.493521,Darkness - lights lit,Birmingham,-1.818065,1,1,Wet or damp,Single carriageway,Urban,Car
200720D093103,Slight,19-03-2019,52.476503,Daylight,Birmingham,-1.865397,1,2,Wet or damp,Single carriageway,Urban,Car
200720D093302,Slight,23-03-2019,52.537453,Daylight,Birmingham,-1.863146,1,2,Wet or damp,Single carriageway,Urban,Car
200720D093503,Slight,11-03-2019,52.467321,Darkness - lights lit,Birmingham,-1.855709,1,2,Dry,Single carriageway,Urban,Car
200720D093803,Slight,22-03-2019,52.477563,Daylight,Birmingham,-1.849787,1,1,Dry,Single carriageway,Urban,Car
200720D094303,Slight,17-03-2019,52.503064,Daylight,Birmingham,-1.827307,1,2,Dry,Single carriageway,Urban,Car
200720D094402,Slight,27-03-2019,52.550079,Darkness - lights lit,Birmingham,-1.825205,2,2,Dry,Single carriageway,Urban,Motorcycle over 500cc
200720D094801,Slight,03-04-2019,52.488256,Darkness - lights lit,Birmingham,-1.846068,1,2,Dry,Single carriageway,Urban,Car
200720D094903,Slight,24-03-2019,52.489002,Daylight,Birmingham,-1.803503,1,2,Dry,Single carriageway,Urban,Car
200720D095003,Slight,22-03-2019,52.474058,Darkness - lights lit,Birmingham,-1.851123,1,1,Wet or damp,Single carriageway,Urban,Car
200720D095103,Slight,22-03-2019,52.495135,Daylight,Birmingham,-1.764738,1,1,Dry,Single carriageway,Urban,Car
200720D095401,Slight,03-04-2019,52.497345,Daylight,Birmingham,-1.852812,1,2,Wet or damp,Single carriageway,Urban,Car
200720D095501,Slight,03-04-2019,52.504672,Darkness - lights lit,Birmingham,-1.895218,1,3,Dry,Single carriageway,Urban,Car
200720D095601,Slight,03-04-2019,52.50985,Daylight,Birmingham,-1.859991,1,2,Dry,Roundabout,Urban,Car
200720D095803,Serious,26-03-2019,52.470272,Daylight,Birmingham,-1.842892,1,1,Dry,Single carriageway,Urban,Car
200720D095901,Serious,08-04-2019,52.516986,Darkness - lights lit,Birmingham,-1.819,1,1,Dry,Dual carriageway,Urban,Car
200720D096103,Fatal,05-04-2019,52.465123,Daylight,Birmingham,-1.825395,2,2,Dry,Single carriageway,Urban,Minibus (8 - 16 passenger seats)
200720D096201,Slight,02-04-2019,52.506036,Daylight,Birmingham,-1.831273,1,2,Dry,Roundabout,Urban,Car
200720D096903,Serious,03-04-2019,52.453556,Daylight,Birmingham,-1.789093,1,1,Dry,Dual carriageway,Urban,Car
200720D097501,Slight,09-04-2019,52.508621,Daylight,Birmingham,-1.887989,1,1,Dry,Single carriageway,Urban,Car
200720D097601,Slight,07-04-2019,52.503193,Daylight,Birmingham,-1.857065,2,2,Dry,Roundabout,Urban,Car
200720D097701,Serious,08-04-2019,52.48911,Daylight,Birmingham,-1.88524,5,2,Dry,Dual carriageway,Urban,Motorcycle over 500cc
200720D097801,Slight,06-04-2019,52.516947,Daylight,Birmingham,-1.856136,1,1,Dry,Single carriageway,Urban,Motorcycle over 125cc and up to 500cc
200720D097901,Slight,06-04-2019,52.490961,Daylight,Birmingham,-1.852097,1,1,Dry,Single carriageway,Urban,Goods 7.5 tonnes mgw and over
200720D098001,Slight,03-04-2019,52.496437,Daylight,Birmingham,-1.845745,2,2,Dry,Single carriageway,Urban,Car
200720D098502,Slight,29-03-2019,52.546736,Daylight,Birmingham,-1.88509,1,1,Dry,Dual carriageway,Urban,Car
200720D099002,Serious,30-03-2019,52.563517,Daylight,Birmingham,-1.796089,1,1,Dry,Single carriageway,Urban,Car
200720D099302,Slight,30-03-2019,52.551051,Daylight,Birmingham,-1.884931,1,6,Dry,Dual carriageway,Urban,Motorcycle over 125cc and up to 500cc
200720D099602,Slight,31-03-2019,52.550687,Darkness - lights lit,Birmingham,-1.88036,1,2,Dry,Single carriageway,Urban,Car
200720D099703,Slight,04-04-2019,52.46708,Daylight,Birmingham,-1.811697,1,2,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200720D099803,Slight,22-03-2019,52.476672,Darkness - lights lit,Birmingham,-1.85671,1,2,Dry,Single carriageway,Urban,Car
200720D099902,Slight,01-04-2019,52.545007,Daylight,Birmingham,-1.865482,1,2,Dry,Dual carriageway,Urban,Car
200720D100103,Slight,24-03-2019,52.478009,Daylight,Birmingham,-1.847282,1,2,Dry,Single carriageway,Urban,Car
200720D100203,Slight,23-03-2019,52.473454,Daylight,Birmingham,-1.87262,1,2,Wet or damp,Single carriageway,Urban,Car
200720D100302,Serious,04-04-2019,52.553767,Daylight,Birmingham,-1.773274,1,2,Dry,Single carriageway,Rural,Car
200720D100503,Slight,27-03-2019,52.468798,Daylight,Birmingham,-1.767086,2,3,Dry,Single carriageway,Urban,Car
200720D100703,Slight,26-03-2019,52.479032,Daylight,Birmingham,-1.876432,2,2,Dry,Dual carriageway,Urban,Car
200720D100901,Slight,09-04-2019,52.492817,Daylight,Birmingham,-1.82882,1,1,Dry,Single carriageway,Urban,Car
200720D101002,Slight,19-02-2019,52.541612,Darkness - lights lit,Birmingham,-1.885546,1,2,Dry,Dual carriageway,Urban,Car
200720D101302,Serious,02-03-2019,52.55143,Darkness - lights lit,Birmingham,-1.907348,2,2,Wet or damp,Single carriageway,Urban,Car
200720D101403,Slight,14-03-2019,52.472826,Darkness - lights lit,Birmingham,-1.874094,1,2,Dry,Roundabout,Urban,Car
200720D101503,Slight,26-03-2019,52.496053,Daylight,Birmingham,-1.774749,1,2,Dry,Single carriageway,Urban,Car
200720D101602,Serious,29-03-2019,52.564711,Daylight,Birmingham,-1.87988,1,1,Dry,Single carriageway,Urban,Car
200720D101703,Slight,05-04-2019,52.473339,Daylight,Birmingham,-1.850979,1,1,Dry,Single carriageway,Urban,Car
200720D101903,Slight,06-04-2019,52.507057,Daylight,Birmingham,-1.794436,2,2,Dry,Roundabout,Rural,Car
200720D102001,Slight,31-03-2019,52.488096,Daylight,Birmingham,-1.862121,3,2,Wet or damp,Single carriageway,Urban,Car
200720D102202,Slight,25-03-2019,52.519473,Daylight,Birmingham,-1.800273,1,2,Dry,Dual carriageway,Urban,Car
200720D102303,Slight,06-04-2019,52.474189,Daylight,Birmingham,-1.816084,1,1,Dry,Single carriageway,Urban,Car
200720D102402,Slight,31-03-2019,52.560292,Daylight,Birmingham,-1.8023,3,3,Dry,Single carriageway,Urban,Car
200720D102503,Slight,02-04-2019,52.465418,Darkness - lights lit,Birmingham,-1.84394,3,2,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200720D102602,Slight,01-04-2019,52.545837,Daylight,Birmingham,-1.885387,1,1,Dry,Dual carriageway,Urban,Car
200720D102801,Slight,16-03-2019,52.489403,Daylight,Birmingham,-1.830011,1,1,Dry,Single carriageway,Urban,Motorcycle over 125cc and up to 500cc
200720D102903,Slight,09-04-2019,52.468445,Daylight,Birmingham,-1.822879,1,1,Dry,Single carriageway,Urban,Car
200720D103003,Slight,30-03-2019,52.478237,Daylight,Birmingham,-1.817686,1,2,Dry,Dual carriageway,Urban,Car
200720D103103,Slight,02-03-2019,52.458317,Darkness - lights lit,Birmingham,-1.786715,1,2,Dry,Single carriageway,Urban,Car
200720D103201,Slight,13-04-2019,52.504462,Daylight,Birmingham,-1.865164,3,2,Dry,Single carriageway,Urban,Car
